직원ID,이름,성별,직무,직급,입사연도,근속년수,학력,교육이수_건수,역량_사업관리,역량_고객관리,역량_품질생산관리,역량_AI/SW,역량_해외영업,역량_시험평가,역량_제어,역량_HR_AX,역량_열관리개발,역량_재무회계,역량_성능HW,역량평균,역량총점
E0491,이선우,여,대체냉매선행개발,대리,2020,6,학사,4,0.9,0.0,0.2,0.9,0.0,0.0,0.1,0.0,7.9,0.8,0.6,1.04,11.4
E0492,정민준,남,대체냉매선행개발,사원,2025,1,학사,4,0.6,0.7,0.5,0.0,0.0,0.2,0.0,0.0,6.4,0.2,0.0,0.78,8.6
E0493,황민재,남,대체냉매선행개발,사원,2023,3,학사,4,0.3,0.2,0.0,0.0,0.1,0.0,0.1,0.0,5.3,0.0,0.1,0.55,6.1
E0494,임서윤,여,대체냉매선행개발,사원,2026,0,학사,3,0.6,0.5,0.4,0.4,0.0,0.5,0.0,0.6,5.2,0.0,0.2,0.76,8.4
E0495,박지호,여,열관리시스템시험,부장,2003,23,석사,7,0.5,0.4,0.0,0.8,0.3,0.0,1.2,0.8,11.6,0.2,0.0,1.44,15.8
E0496,임하은,여,열관리시스템시험,대리,2022,4,학사,0,0.0,0.0,0.1,0.0,0.0,0.2,0.0,0.0,5.9,0.0,0.1,0.57,6.3
E0497,홍건우,남,열관리시스템시험,부장,2007,19,학사,5,0.0,0.6,0.0,0.0,0.5,0.2,0.0,0.2,11.8,0.0,1.2,1.32,14.5
E0498,신우진,여,열관리시스템시험,차장,2011,15,석사,6,0.0,1.7,0.2,0.1,0.1,0.0,0.0,0.7,11.2,0.2,0.0,1.29,14.2
E0499,임수빈,남,열관리시스템시험,사원,2025,1,석사,4,0.0,0.0,0.0,0.6,0.9,0.7,0.0,0.0,5.6,0.1,0.0,0.72,7.9
E0500,신하윤,여,열관리시스템시험,사원,2020,6,학사,2,0.6,0.3,0.5,0.2,0.0,0.0,0.1,0.5,6.0,1.1,0.3,0.87,9.6
E0501,서하윤,남,열관리시스템시험,사원,2024,2,석사,6,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.1,7.2,0.8,0.1,0.78,8.6
E0502,이지훈,여,열관리시스템시험,과장,2014,12,학사,6,0.0,0.0,0.6,0.0,0.1,1.1,0.0,0.0,9.0,0.0,0.4,1.02,11.2
E0503,전성민,남,열관리시스템시험,사원,2022,4,학사,2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,6.4,0.0,1.1,0.7,7.7
E0504,최성민,여,열관리시스템시험,대리,2020,6,석사,4,0.0,0.1,0.0,0.0,0.7,0.0,0.0,0.0,8.4,0.0,0.1,0.85,9.3
E0505,안유준,남,열관리시스템시험,대리,2018,8,학사,7,0.8,0.0,0.8,0.2,0.0,0.6,0.0,0.7,9.3,0.0,0.6,1.18,13.0
E0506,조민재,남,열관리시스템시험,과장,2016,10,석사,4,0.4,0.3,0.0,0.0,0.0,0.9,0.0,0.0,9.1,0.5,0.0,1.02,11.2
E0507,장하은,남,열관리시스템시험,사원,2023,3,학사,5,0.0,0.8,0.1,0.1,0.8,0.0,0.6,0.1,7.0,0.9,0.0,0.95,10.4
